sent,type
"Later that morning, Becky and Aunt Agatha went swimming in the ocean.",past_simple
It was fun to jump with the waves.,to_be_past
"Then, they went to the house and ate sandwiches and strawberries for lunch.",past_simple
Becky wanted to play on the beach that afternoon.,past_simple
Aunt Agatha told her it was too hot to go outside without a hat on.,used_to
Becky didn't have a hat.,past_simple
"Aunt Agatha told her not to worry, because Becky could wear one of hers.",other
Becky tried on four hats.,past_simple
"The pink one was really pretty, but it was too big for Becky.",to_be_past
She did not like the green hat at all.,past_simple
"The blue hat was nice, but it had a big flower on it.",other
Becky did not like it.,past_simple
"Then, Becky saw a big brown hat with a yellow ribbon on it.",past_simple
That hat was made of straw.,other
It was a very good hat for the beach and Becky,to_be_past
", my name is Rebecca and I am your new pen pal.",other
"I'm ten years old, and I live in Barcelona, Spain.",other
I go to the 4th grade in Saint Michael Elementary School.,present_simple
"On weekdays, I get up at 6 o'clock.",present_simple
The school starts at 7:30 in the morning.,present_simple
I have my lunch at the school cafeteria and I usually leave around 3:30 in the afternoon.,other
"I am good at math, I also like history and geography",other
but I my favorite subject is science.,other
"On the weekends, I go to the movie theater with my friends.",present_simple
I usually go to church with my parents on Sundays.,present_simple
Please write and tell me about you and your life.,other
I am thirteen years old and today I want to talk about my best friend Selena.,other
She is my classmate and she is thirteen years old too.,to_be_present
We attend a very big school near Scotland.,present_simple
We share the same desk and love the same school subjects.,present_simple
Our favorite lessons are Arts and Physical Education.,to_be_present
I am very good at tennis,to_be_present
and she is very good at volleyball.,to_be_present
She plays volleyball at our school team.,present_simple
We both have a busy life.,present_simple
We always get up at a half past six and at seven o'clock her father takes us to school by car.,present_simple
"They live next door to us, so after school we always do our homework, walk our dogs and play together.",present_simple
Our classes start at half past seven and finish at 4 p.m.,present_simple
Her mother is a nurse.,to_be_present
My mother is a nurse too and they work at the same hospital.,other
Our fathers are both engineers but they work at different companies.,other
"On Mondays, Selena has violin class",present_simple
and I have piano class.,present_simple
On Tuesdays and Thursdays she practices volleyball at the school's gym,present_simple
and I play tennis in our school court.,present_simple
Friday is my favorite day because Selena stays overnight with us.,other
"On the weekends, we usually go to the movie theater or have a picnic if the weather is good.",present_simple
"I am the only child, I don't have a sister but she is like a sister to me.",other
My name is Lupita Gonzalez.,to_be_present
"I work in a large company in Monterrey, Mexico.",present_simple
I answer the telephone and take messages.,present_simple
We make bottles and cans for soft drinks.,present_simple
I also use a fax machine and a computer.,present_simple
My first language is Spanish,to_be_present
but sometimes I speak English.,present_simple
Many of our clients are from the United States.,to_be_present
My supervisor is Mr. Torres.,to_be_present
I start work at 8:00.,present_simple
I usually drive to work.,present_simple
I have lunch from 1:00 to 2:00.,present_perfect
I finish work at 5:30.,present_simple
I go home and help my mother prepare dinner.,present_simple
We have dinner at 9:00.,present_perfect
After dinner I usually watch television a while.,present_simple
I want to tell you about my first week of classes at the University.,present_simple
I get up at 6:00 every morning.,present_simple
That is really early for me.,to_be_present
I don't like to get up early you know.,present_simple
I usually eat breakfast in the school cafeteria.,present_simple
The food here is pretty good.,to_be_present
I have German class every morning at 7:30.,present_simple
"After German class I have Business and Economics on Monday, Wednesday, and Friday at 10:00.",present_simple
I have a lot of homework in that class,present_simple
but I really like it.,present_simple
"I also have English Composition on Monday, Wednesday, and Friday.",present_simple
On Tuesdays and Thursdays I have United States History.,present_simple
The campus here is really big.,to_be_present
"After some problems during the first days, I now know where all the buildings and classrooms are.",other
so I walk to all my classes.,present_simple
My roommate's name is Eric.,to_be_present
He is from Los Angeles.,to_be_present
We are good friends now.,to_be_present
He is quiet and doesn't make a lot of noise.,other
Sometimes Eric and I have dinner together.,present_perfect
We don't see each other much because our school programmes are really different.,other
During the evening I study.,present_simple
Sometimes I study in the library and sometimes in the dormitory.,present_simple
I usually go to bed around eleven.,present_simple
"Mom, I sure miss your cooking.",other
Could you send me some of your homemade chocolate cookies?,other
"Well, I have to go.",other
He lives with his parents in Lisbon in an old house by the sea.,present_simple
The house is not big but he likes it very much.,other
"There are three bedrooms upstairs; one for his parents, one for his sister and one for him.",other
The bathroom and the living room are downstairs.,to_be_present
In the living room there is a lovely fireplace.,other
Next to the living room is the kitchen.,to_be_present
The kitchen is not modern but they have a new washing machine.,other
"In the evening, all the family sit in the living room to watch TV and have dinner.",present_simple
At the back of the house there is a small but very beautiful garden with different plants and flowers.,other
His father likes to spend his free time there.,present_simple
Pedro likes to spend most of his time at home in his bedroom.,present_simple
It's also his study room where he has a desk and a stereo.,other
He loves his room because he can see the sea from thewindow.,other
and I weigh 54 kilos.,to_be_present
I am taller than my mother,to_be_present
"I have long black hair, brown eyes and a short nose.",present_simple
I can swim and I usually ride my bicycle to school.,other
I am quite fit and strong.,to_be_present
Mybrother is crazy about football and basketball and he has pictures of football players all over his bedroom walls.,other
I prefer quiet places and slow music.,present_simple
"I am a little shy, but I am doing my best to be open and have more friends.",other
My brother is quite different.,to_be_present
He is the noisiest and most active.,to_be_present
He likes loud music like techno and rap.,present_simple
He is cheerful and amusing.,to_be_present
We all love him for that.,present_simple
"My best subjects at school are languages, history and geography but I am not good at mathsandscience.",to_be_present
My sister is totally the opposite.,to_be_present
She is good at scientific subjects and she wishes to be an engineer or a doctor.,other
I'm writing this postcard from Morocco.,present_continuous
I'm having a nice holiday with John.,present_continuous
This is our second week here.,to_be_present
"After Fez and Rabat, here we are in Marrakech.",to_be_present
John and I are happy to be in the Red City as people call it here.,to_be_present
This is our third day in Marrakech.,to_be_present
Today John and I are going to visit Jamaa Lafna Square for the second time.,other
"It's fascinating place, full of activity and people.",to_be_present
"There are acrobats, singers, dancers, snake charmers, storytellers...",to_be_present
We are also going to have lunch in the Souk (the market in the local language).,other
We are going to eat a Tagine and Couscous; two special Moroccan dishes.,other
I am going to buy the ingredients for Couscous and cook some for you.,other
I'm sure you're going to like it.,other
We're going to spend two more days in Marrakech then go down south to Agadir; a seaside city famous for its warm weather and long beaches.,other
We are going to come back to Liverpool next weekend.,other
I'm goingtophone you when I get there.,other
Are you having a nice time with Peter?,present_continuous
John and I miss you a lot!Last August Becky visited Aunt Agatha.,other
It was a very good hat for the beach and Becky put it on.,other
Stay in one of the fine hotels in Agadir.,other
Don't worry about the language.,other
A lot of people here speak English.,present_simple
"You can sunbathe on the beautiful beaches of Taghazout 20 kms far from Agadir, lie on the golden sand or swim in the warm blue water of the Atlantic Ocean.",can
The weather is usually very nice all year long.,to_be_present
"Yes,it's sometimes windy and cold in March and April, but there are sports you can practice then.",other
Agadir is also a good place for surfers.,to_be_present
Butd on't spend all your time on the beach and in sports.,other
This is Agadir and Agadir is also a good place for shopping.,to_be_present
There are hundreds of souvenir shops.,other
You can also visit “SOUKLHAD” a traditional market in the center of the city.,other
All you need is there,to_be_present
and it's a cheap place.,to_be_present
I'm Tomas and I live in Vienna with my parents and my sisters.,other
I turned 13 last month.,past_simple
"My sisters are Martina, 16, and Betta, 19.",to_be_present
"and she always tells me what to do, I guess because she's the oldest.",other
I go to a nice school not too far from our home,present_simple
and I really enjoy it.,present_simple
I have a lot of friends there,present_simple
I'm the youngest in my family.,to_be_present
"My best subject is Geography, probably because it's the easiest too!",to_be_present
"I love playing sports, especially basketball.",present_simple
I'm the tallest player on the school team,to_be_present
and I usually play really well.,present_simple
It's the happiest part of my day.,to_be_present
My coach says that one day I could play professional basketball!,other
On the weekend I spend a lot of time with my friends Ralf and Kurt.,present_simple
I left primary school in September 1990 and went to a secondary school five kilometres from my house.,past_simple
I got the bus every day at 7.30am and didn't get home until 5 o'clock in the evening.,past_simple
"I left my school in 1997 but decided not to go to university like most people: instead, I went walking in France alone for four months and then drove around America for three months with my brother.",other
"For the first six months of 1998, I got a job in a health food shop and then went to university in October 1998 in Wales.",past_simple
My working day starts very early.,present_simple
From Monday to Friday I get up at half past three,present_simple
and I have a shower and a cup of coffee.,present_simple
I usually leave the house at ten past four because the car always arrives a few minutes early.,present_simple
I get to the studio at about five o'clock and start work.,present_simple
My programme Good Morning Britain starts at seven o'clock and finishes at nine o'clock.,present_simple
Then I leave the studio at a quarter past ten.,present_simple
"After that, I go shopping and visit some friends.",present_simple
I get home at three o'clock.,present_simple
A woman helps me with the housework and the ironing.,present_simple
I read a newspaper and do some work.,present_simple
"On Sunday, Tom gets up at 10 o'clock.",present_simple
Then he reads his newspaper in the kitchen.,present_simple
He has breakfast at 11.30 and then he telephones his mother in Scotland.,present_simple
"In the afternoon, at 1.00, Tom plays tennis with his sister and after that, they eat dinner in a restaurant.",present_simple
"At 6.00, Tom swims for one hour",present_simple
They talk and listen to music.,present_simple
Tom watches television in the evening and drinks a glass of warm milk.,present_simple
"Now, she is 17 and is studying at her local high school, but she already has big plans for her future.",other
"After she finishes high school next year, she's going to study at a big college in California.",other
She's very excited about it.,to_be_present
She's going to live in San Diego - her favorite city.,other
"She's going to study Marine Biology, which means she is going to learn about all the animals that live in the sea.",other
"And San Diego is the perfect place to study Marine Biology because the Pacific Ocean is very near and there is the wonderful Sea World there, where you can see sharks and seals and many other sea animals.",other
She jogs to the first park bench.,present_simple
"The next day, she returns to the park.",present_simple
"She thinks, “I can make it to the next one.”",other
She jogs to the second park bench.,present_simple
Soon she jogs the length of the whole park!,present_simple
"Each time Eve jogs, she sets small goals.",present_simple
She can now jog three lengths of the park.,can
One day Eve sees a sign about a 5K run.,present_simple
It is at the end of the summer.,to_be_present
Eve decides to jog in the 5K run.,present_simple
She lived in a big house with her parents.,past_simple
They loved her very much.,past_simple
She had a beautiful room and many toys.,past_simple
She had good friends and liked playing with them.,past_simple
But Sally was not happy.,present_perfect
Sally didn't do her homework.,past_simple
"She didn't know the letters of the alphabet, she couldn't read and write.",other
And all other pupils in her class could do it very well.,could
When there was an exam Sally didn't go to school.,other
She told her parents that she was ill.,other
She didn't want to tell her parents and friends about her sad secret.,other
"One day, Sally's teacher asked the girl to write on the board.",past_simple
After the lesson the teacher asked Sally to tell her the truth.,past_simple
"Sally said, ""I don't do my homework.",other
I don't know how to read and write.,present_simple
The teacher listened to her.,past_simple
She wanted to help Sally.,past_simple
So Sally and her teacher met every day after classes.,past_simple
Soon she could read and write!,could
My wife and I wanted to celebrate our wedding anniversary with a good meal so we went to an expensive Italian restaurant in downtown Lisbon.,past_simple
We both had pasta to start and for the main course my wife ordered a steak,past_simple
For dessert we both ate chocolate cake topped with fresh cream.,past_simple
I went to a restaurant yesterday evening with my sister's children.,past_simple
It wasn't very expensive and the menu was very limited.,to_be_past
"We all had a burger and French fries, and drank cola.",past_simple
My boyfriend loves spicy food so this restaurant was perfect.,other
"The waiters were all really friendly and polite, and they played traditional sitar music which was very relaxing.",other
The menu offered vegetarian dishes as well as meat dishes served with rice and a sauce - it depended on how hot you wanted it!,past_simple
It's a very popular type of restaurant in my country.,to_be_present
It generally offers one type of food (a kind of bread with cheese and tomato sauce) which you then choose what ingredients to add on top of it.,present_simple
Writing text messages and walking is dangerous.,to_be_present
It is more dangerous than driving and texting.,to_be_present
More people get injured while walking than driving.,other
Walking in a straight line is not easy.,to_be_present
We can forget how to walk properly.,can
We run into people or cars.,present_simple
We fall over things in the street.,present_simple
There are a few reasons why texting and walking is dangerous.,other
People cannot see when they look at their keyboard.,can
Their minds are somewhere else – they are not thinking about walking safely.,other
Thousands of people have accidents.,present_perfect
Some have serious head injuries.,present_perfect
A recent study says that running too much is bad for us and it doesn't always make our lives longer.,other
A specialist said too much running can damage your heart.,other
Long-distance runners and people who never exercise can have the same risk of having a heart attack.,present_continuous
"Experts looked at the health of 3,300 runners.",past_simple
Most of them ran over 30 kilometres a week.,past_simple
Marathon runners had hard parts in their heart.,past_simple
A doctor who started running in 1967 is sad.,to_be_present
He ran 60 kilometres every week.,past_simple
He thought his heart was strong.,to_be_past
Now he has heart problems.,present_simple
"He said we should exercise, but not too much.",other
Rebecca Stevens was the first woman to climb Mount Everest.,present_perfect
"Before she went up the highest mountain in the world, she was a journalist and lived in a small flat in south London.",other
"In 1993, Rebecca left her job and her family and travelled to Asia with some other climbers.",past_simple
"You must carry everything on your back,' she explained, 'so you can only take things that you will need.",other
"You can't wash on the mountain, and in the end, I didn't even take a toothbrush.",other
"I'm usually a clean person, but there is no water, only snow.",other
Now she has written a book about the trip and people often ask her to talk about it.,other
"She has a new job too, for a science programme on television.",present_simple
"Rebecca is well-known today, and she has more money, but she still lives in the little flat in south London, among her pictures and books about",other
"Yoghurt, dry cereal, cheeses, or fruit are good choices.",to_be_present
"Most of Emma's friends decided to go to college, but Emma used her aunt's money to start her own business.",past_simple
"She bought fruit, sugar and some glass jars and began making her own jam.",past_simple
They hoped that one day she would be a teacher or a doctor.,past_simple
But Emma didn't listen to them.,past_simple
She just kept on making jam.,past_simple
"After a few months, Emma started selling it to the local market.",past_simple
Then she started making orange juice.,past_simple
She sold this to a school where one of her friends worked.,past_simple
"After two years, her business was very large, and her parents were very pleased with her.",to_be_past
She made all kinds of food which she sold to shops and supermarkets.,past_simple
She was so busy that she had to get some people to work for her.,other
"Millions of people do, and if you are one of them, you are putting your ability to think and learn at risk.",other
"Skipping breakfast can cause you to be hungry, tired, and crabby by the middle of the morning.",can
"First, when you wake up, you have not eaten for about eight hours.",other
"Your body's fuel, called glucose, is low.",to_be_present
Eating breakfast raises the level of glucose in your brain.,present_simple
Your brain requires a constant flow of glucose to do mental work.,present_simple
So eating breakfast will give you a mental edge at school.,future_simple
What if you don't have enough time for breakfast or if you are not hungry when you wake up?,other
Having something for breakfast is better than nothing.,to_be_present
Drink some milk or juice.,other
Then catch a nutritious snack later on in the morning.,other
What if you don't like breakfast foods?,other
Then eat healthy foods you do like.,other
Even cold pizza or a fruit smoothie can power your morning.,can
"Any way you look at it, there's no reason to skip this essential meal.",other
Winter is cold in some places.,to_be_present
Many plants do not grow during winter.,present_simple
Snow and ice may cover the ground.,other
It can be hard for animals to find food during winter.,can
Animals get through this time in many ways.,present_simple
Birds and butterflies can fly.,to_be_present
Many of them do not stick around for the winter.,present_simple
They go to a place with nice weather.,present_simple
Then they come home in the spring.,present_simple
Migrating is a good way to avoid the cold.,to_be_present
Another good way to avoid the cold is to sleep through it.,to_be_present
Many animals hide during the winter.,present_simple
They live off of their fat.,present_simple
They do this until food returns.,present_simple
Some animals store food in their homes.,present_simple
"They do not sleep all winter, but they do much less.",present_simple
They live on what they saved in the summer and fall.,past_simple
"This is what squirrels, beavers, and raccoons do.",other
Other animals tough it out.,other
Sometimes nature helps them out.,present_simple
Some animals grow thicker coats in the winter.,present_simple
The arctic fox is brown in the summer.,to_be_present
His coat turns white in the winter.,present_simple
It is nice to see snow on the trees.,to_be_present
But it is dangerous too.,to_be_present
People are also at risk.,to_be_present
You can get frost bitten or worse.,can
How do you beat the winter?,other
Do you wear a thick coat?,present_simple
"Thanksgiving is always on a Thursday, so the day after is a Friday.",to_be_present
This day has come to be known as Black Friday.,present_perfect
It has been the busiest shopping day of the year since 2005.,other
Most stores offer great deals on Black Friday.,to_be_present
They open their doors in the wee hours of the morning.,present_simple
They try to attract shoppers with big discounts.,present_simple
Some items like TVs are much cheaper than usual.,to_be_present
Stores may even lose money on these items.,other
They hope that shoppers will buy gifts for other people while they are in the store.,other
Black Friday is a great time to get good deals.,used_to
The problem is that there are not enough lowpriced items to go around.,other
Each store may only have a few.,other
These items are in high demand.,to_be_present
People stand in long lines to get such great deals.,present_simple
They may line up hours before a store opens.,other
"They may be hoping to get a low price on a TV or laptop, but not everyone who wants one will get one.",other
The situation can be tense.,can
Some Black Friday events have been violent.,other
"Large, eager crowds have trampled workers.",other
Fights have broken out over toys or people cutting in line.,present_perfect
People have shot one another over parking spots.,present_perfect
But most Black Friday events are safe and fun.,to_be_present
"Still, if you plan on going, expect large crowds and a bit of shoving.",other
"So where does the name ""Black Friday"" come from?",other
It was first used in Philadelphia in the 1950s.,to_be_past
The police called this day Black Friday because of the heavy traffic it drew.,past_simple
"The name ""Black Friday"" continued to spread across the country.",past_simple
It seems that it is here to stay.,other
Now people all over the country take part in the event known as Black Friday.,present_perfect
It is even spreading to other parts of the world.,present_continuous
"Stores have held Black Friday events in the U.K., Australia, and Brazil since 2012.",present_perfect
"In Costa Rica Black Friday is known as ""Viernes Negro.""",present_simple
"And in Mexico, stores offer an annual weekend of discounts.",present_simple
"They call it ""El Buen Fin,"" which means ""the good weekend"" in Spanish.",present_simple
I guess the language of savings is universal.,to_be_present
Have you ever been to the beach?,present_perfect
Did you see a man with a headset pointing a long pole at the ground?,past_simple
If so you might have seen a person using a metal detector.,other
People use these devices to find metal.,present_simple
Metal detectors make magnetic waves.,present_simple
These waves go through the ground.,present_simple
The waves change when they hit metal.,present_simple
This lets the person with the device know that metal is close.,other
The first metal detectors were meant to help miners.,other
They cost a lot of money.,past_simple
They used a lot of power.,used_to
"And worst of all, they didn't work well.",past_simple
People kept trying to make them better.,past_simple
Now they are light and cheap.,present_simple
That is why people bring them to the beach.,present_simple
They can look for rings in the water.,can
They can look for phones in the sand.,can
Metal detectors help them find these things.,present_simple
They usually just find junk though.,present_simple
Metal detectors also protect people.,present_simple
They help to keep guns out of some places.,present_simple
They help guards look for weapons.,present_simple
Guards use special wands to find metal on a person.,present_simple
These devices save lives in other ways too.,to_be_present
"During wars, people plant bombs in the ground.",present_simple
"When the war ends, they don't clean up their messes.",present_simple
This is unsafe for the people who live in those places.,other
Others use metal detectors to find bombs.,present_simple
They remove them and help the people.,present_simple
These devices also make clothes safer.,present_simple
"It sounds funny, but it's true.",other
Most clothes are made in big factories.,other
There are lots of needles in these places.,other
Needles break from time to time.,present_simple
They get stuck in the clothes.,other
They would poke people trying them on.,other
That's because our clothes are scanned for metal.,to_be_present
Let's hear it for metal detectors.,other
They make the world a safer place.,present_simple
Chess is called the game of kings.,other
It has been around for a long time.,other
People have been playing it for over 500 years.,other
Chess is based on an even older game from India.,other
The chess we play today is from Europe.,to_be_present
Chess is a two-player game.,to_be_present
One player uses the white pieces.,present_simple
The other uses the White Chess Pieces black pieces.,present_simple
Each piece moves in a special way.,present_simple
One piece is called the king.,to_be_present
The players take turns moving their pieces.,present_simple
"If a player lands on a piece, he or she takes it.",other
The game ends when a player loses his or her king.,present_simple
"There are a few more rules, but those are the basics.",other
Some people think that chess is more than a game.,other
They think that it makes the mind stronger.,present_simple
Good chess players use their brains.,present_simple
They think about what will happen next.,other
These skills are useful in life and in chess.,to_be_present
Chess is kind of like a work out for the mind.,other
You don't always have lots of time to think when playing chess.,present_simple
There is a type of chess with short time limits.,other
"In blitz chess, each player gets ten minutes to use for the whole game.",present_simple
Your clock runs during your turn.,present_simple
You hit the time clock after your move.,present_simple
It also starts the other player's clock.,present_simple
"If you run out of time, you lose.",present_simple
Games of blitz chess are fast-paced.,to_be_present
Chess is not just for people.,to_be_present
Computers have been playing chess since the 1970s.,other
At first they did not play well.,past_simple
As time went on they grew stronger.,past_simple
"In 1997, a computer beat the best player in the world for the first time.",past_simple
It was a computer called Deep Blue.,to_be_past
It took up a whole room.,past_simple
By 2006 a cell phone could beat the best players in the world.,could
Chess sure has come a long way.,other
There are many types of video games.,other
Some people like action games.,present_simple
Other people like driving games.,to_be_present
But the most popular game of all time is a puzzle game.,to_be_present
Tetris is a game about making lines.,to_be_present
Blocks fall from the top of the screen.,present_simple
They fall one at a time.,present_simple
The player moves the blocks.,present_simple
"Once the blocks hit the bottom, they are locked in place.",other
Players try to make lines go across the screen with no gaps.,present_simple
This gives players more room.,present_simple
The blocks pile up during the game.,present_simple
The game ends when the blocks get to the top of the screen.,present_simple
A man named Alexey made Tetris in 1984.,past_simple
All the pieces in Tetris have four blocks.,present_perfect
"The word ""tetra"" means four.",present_simple
Alexey named his game after tetra and tennis.,past_simple
He made Tetris while working at a science academy in Moscow.,past_simple
Alexey made his game on a screen that only showed letters.,past_simple
He could not use blocks.,could
The blocks were made out of letters in the first game of Tetris.,other
"Still, all Alexey's friends loved his game.",past_simple
It was easy to learn and fun to play.,to_be_present
Soon the game spread across the world.,past_simple
It was on every computer.,to_be_past
It came with every one of Nintendo's Game Boy.,past_simple
More than 100 million Game Boys were sold.,other
Tetris was all over the place.,past_simple
Even today Tetris comes with many phones.,present_simple
Dr. Richard Haier has studied Tetris players.,present_perfect
He found that playing Tetris boosts mental activity.,past_simple
Dr. Haier thinks Tetris is good for the brain.,other
I agree with this finding.,present_simple
Now go and play some Tetris.,other
It's just what the doctor ordered.,other
Dolphins are often regarded as one of Earth's most intelligent animals.,other
"They are social creatures, living in pods of up to a dozen individuals.",to_be_present
"In places with a high abundance of food, pods can merge temporarily, forming a superpod; such groupings may exceed 1,000 dolphins.",can
"They communicate using a variety of clicks, whistle-like sounds and other vocalizations.",present_simple
Membership in pods is not rigid; interchange is common.,to_be_present
"Dolphins can, however, establish strong social bonds; they will stay with injured or ill individuals, even helping them to breathe by bringing them to the surface if needed.",other
This altruism does not appear to be limited to their own species.,present_simple
"This is a very sad movie, which makes you think about what we want from life.",other
The dolphin Moko in New Zealand has been observed guiding a female Pygmy Sperm Whale together with her calf out of shallow water where they had stranded several times.,other
They have also been seen protecting swimmers from sharks by swimming circles around the swimmers or charging the sharks to make them go away.,other
Here are the instructions for next weekend's camping trip in Scotland.,to_be_present
There are seventeen people going on this trip so it's important that you arrive at the meeting point early enough for us to be able to leave at 8am.,other
There will be two minibuses and please make sure you are on the right one.,other
Last week's e-mail gave all this information.,past_simple
"We should arrive in the camping area at about 2pm, which will give us enough time to buy the food we need in the local supermarket and then go to the area where we will set up the tents, which is a long way from town.",other
"There will be a total of four large tents put up and each tent will have a tent leader, a person who went on this trip last year and therefore has the necessary experience.",other
"If you have any problems during the two days, you should always go directly to your tent leader and speak to him/her.",other
"We are not expecting there to be very bad weather this weekend in Scotland, but the weather situation in the Scottish hills is always very unpredictable and for this reason, we have advised everyone to take wet weather clothing with you.",other
"If windy, stormy weather arrives at the camping area, it may also be necessary to leave the hills and go down into the town.",other
"It's very likely that your phones will not work in the hills, so you must warn your parents of this.",other
"You will be able to use your phones when we are in the town, but not when we are camping.",other
"If you have any other questions about the trip, come either to me or Mrs. Sanderson.he International Centre Whether you are looking for a conference venue or a place to have your meetings and your training days, the International Centre is the perfect modern space for your event.",other
"If you're interested in going into Business, check out Wyle River Academy.",other
"Conveniently located in the city centre, the International Centre is close to the shops and only a ten-minute walk to the train station.",other
"The Grand West is a country house surrounded by rolling hills and beautiful scenery, only a 30-minute drive from the airport.",to_be_present
You can also make use of the gardens of the Grand West for team-building events and outdoor activities.,can
"Our indoor swimming pool, gym and 18-hole golf course will ensure that your event is relaxing and enjoyable for everyone.",future_simple
Patricia Denning stars in a sad movie about ambition and heartbreak.,present_simple
"When Cecilia leaves college in Texas, she has everything: a wonderful boyfriend, Carl, an interesting job and an expensive house in a pretty town.",present_simple
"Even her black Labrador dog, Perky, is a star: he wins the local dog competition and Hollywood wants to put him in a movie.",other
Cecilia goes to Hollywood with him and leaves her boyfriend alone back home.,present_simple
"When the studio fires Perky, Cecilia decides to stay in Hollywood and tries to get other movie roles for her beautiful dog.",present_simple
Cecilia decides to stay in Hollywood and wants to become an actress herself.,present_simple
She sends Perky back to Texas and starts an acting course.,present_simple
Carl has found another girlfriend.,present_perfect
"Cecilia tries to win him back, and also discovers a lot about herself on her long journey.",present_simple
"Patricia Denning is very convincing as Cecilia, but the star of the movie is gorgeous Perky, the black Labrador who steals our hearts.",other
